baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00006244-RA	12.7678667796038	-7.40292096781599	1.37505774016624	-4.95827976430411	7.11200999412931e-07	2.46597093196444e-05
Sm_t00003503-RA	16.5080697258795	-7.17015217359997	1.27936159696559	-5.14721732246673	2.64378974024699e-07	1.00777397731222e-05
Sm_t00009422-RA	27.3540903669415	-6.91285612017469	1.30778166019691	-4.83861818281038	1.30744942920025e-06	4.25002780079407e-05
Sm_t00012499-RA	12.0213798883154	-6.87321209666284	1.30425568029656	-4.82130320891763	1.42623377417482e-06	4.60735519222562e-05
Sm_t00009708-RA	3.46939767517523	-6.63692253750376	1.4828984341684	-4.08114433062816	4.48145144792375e-05	0.000982079872780256
Sm_t00014874-RA	66.8953100221804	-6.53726664634983	1.07290934129787	-5.54778154801928	2.8931703821132e-08	1.38472814331633e-06
Sm_t00012512-RA	7.79449369698196	-6.30345064282143	1.41493833496486	-4.04148400075927	5.31140054566197e-05	0.00114308665812364
Sm_t00005340-RA	98.780861619704	-6.21306084790182	1.21325110704075	-4.63882605607447	3.50393798396658e-06	0.000100870746058728
Sm_t00002716-RA	98.3233505147607	-6.18892500347108	1.32013390799958	-4.24496709728698	2.18625498762789e-05	0.000514511863830436
Sm_t00012491-RA	57.5100094187017	-6.15006314488736	0.887633588819796	-6.26954997533014	3.62093069774841e-10	2.6277851942776e-08
Sm_t00004230-RA	5.24825165945707	-6.06760106073866	1.52307745753716	-3.59968630197187	0.000318601302022514	0.0052828226519206
Sm_t00003108-RA	125.618685997915	-5.98118428754228	0.645071727294709	-8.36524693179891	5.99891563168511e-17	1.26487946758355e-14
Sm_t00002961-RA	22.1526546851689	-5.88782493325985	0.896741586893876	-5.91343706008742	3.35041589484317e-09	1.98770111054137e-07
Sm_t00013959-RA	3.96540308454666	-5.75376622519451	1.34949265094649	-3.8301551487289	0.000128062489348007	0.00243975460475819
Sm_t00001990-RA	38.5076799970154	-5.30204117481235	0.801205741202653	-5.88742807525545	3.92251783532464e-09	2.30954889753096e-07
Sm_t00011397-RA	11.184803416718	-5.19813210211207	1.31504346489883	-3.50796929930142	0.000451541155464338	0.00713096826792517
Sm_t00004964-RA	4.535297228657	-5.19389325018156	1.43933953578407	-3.20208896900125	0.00136434852800778	0.0182885997272384
