baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sm_t00007606-RA	1006.52249638833	-15.3722120388509	1.40740378795719	-10.5067303110746	8.0434007170052e-26	7.32466572046676e-25
Sm_t00016364-RA	415.083379736484	-14.0900255264615	1.38276603327058	-9.76667433355941	1.56505180858018e-22	1.22472206524733e-21
Sm_t00010679-RA	434.280414530652	-14.025871418595	1.24227267821925	-10.8195822497377	2.78041795898562e-27	2.6750413879373e-26
Sm_t00004944-RA	783.107403252793	-13.8759064846716	1.22389789221386	-10.85948964307	1.79750957785751e-27	1.74834514970376e-26
Sm_t00014311-RA	280.11891500207	-13.5088050446876	1.67661716053627	-7.70826241606279	1.27542287646988e-14	6.52855390397094e-14
Sm_t00011558-RA	378.094749885334	-13.0796647149233	1.25230014928721	-9.9773722154669	1.9147040355036e-23	1.56367496232794e-22
Sm_t00000706-RA	148.737546297798	-12.8021274145248	1.46301092313544	-8.35067409363	6.78744673861165e-17	3.95742657302103e-16
Sm_t00007071-RA	165.38865104599	-12.4661962103695	1.52738606327396	-7.77877741329004	7.32287740437386e-15	3.79681395041912e-14
Sm_t00005136-RA	2053.35077910803	-12.4162768885183	0.647728781820575	-18.2657884296326	1.54958492966834e-74	7.4203987427527e-73
Sm_t00015642-RA	415.908542110179	-12.3083749362602	1.27130836331883	-9.22150382591337	2.92962216403984e-20	2.03216918506401e-19
Sm_t00004445-RA	78.3302612266267	-12.1964054270399	1.36615789634406	-8.49931436045044	1.90713784644596e-17	1.14360425256823e-16
Sm_t00008496-RA	268.405332938489	-12.1751970361814	1.31643041377843	-8.80426106452151	1.31717476444142e-18	8.38772112936326e-18
Sm_t00004753-RA	133.79006502847	-12.1160391259576	1.45988711218169	-7.89858272584199	2.82092528516364e-15	1.50093171107065e-14
Sm_t00012263-RA	120.260943110864	-12.0997377387872	1.86806217597113	-6.16400133084501	7.09293461496227e-10	2.68369261211681e-09
Sm_t00006432-RA	532.089241010013	-11.8956647481677	1.21875255090765	-9.28052600976652	1.68643920938798e-20	1.18247168525141e-19
Sm_t00010540-RA	107.558745791435	-11.8523837843672	1.39150702981478	-8.0972525060595	5.62143137308919e-16	3.10569804079945e-15
Sm_t00015502-RA	263.45659216604	-11.8400133265521	1.18518611559857	-9.49641003925177	2.17250967276188e-21	1.59911891022159e-20
Sm_t00019142-RA	57.8530660915061	-11.7763886785936	3.45400186961158	-3.24012235692626	0.00119478418448196	0.00274863958149692
Sm_t00011757-RA	417.908223876311	-11.6800826339596	1.10604062354111	-10.0313518308555	1.10986526178775e-23	9.17953329376558e-23
Sm_t00015513-RA	6693.85130455077	-11.5925193178997	0.348953150334823	-31.5444044776153	2.13963085085017e-218	2.00364542344058e-215
Sm_t00015514-RA	8041.2942742084	-11.5365485863921	0.398281899806727	-27.4969778734773	1.90797722086379e-166	7.47927070578607e-164
Sm_t00011804-RA	86.0665492220262	-11.4984462736718	1.5469285098109	-7.05491314204679	1.72708569765804e-12	7.79014089369117e-12
Sm_t00005002-RA	280.905969728188	-11.4863928982491	1.087593573691	-10.0234068699512	1.20283714854319e-23	9.92900243675028e-23
Sm_t00018492-RA	288.191175798628	-11.4070223104531	0.930265825592988	-11.6332579492047	2.79232836383783e-31	3.17594378548249e-30
Sm_t00014961-RA	543.164474453679	-11.392345159038	1.17132885634164	-9.22656784260577	2.79442397156937e-20	1.93998395653926e-19
Sm_t00012635-RA	3822.43471929559	-11.3915213052111	0.413659050003597	-26.1242230893223	1.93505101108252e-150	4.79664997688338e-148
Sm_t00002728-RA	127.29148912316	-11.3138573517585	1.51681481598133	-7.07328095606536	1.51312690943776e-12	6.84705159341824e-12
Sm_t00009370-RA	119.070484442272	-11.3029773227567	1.6072910067294	-6.66834896598237	2.58697084865019e-11	1.08526581943374e-10
Sm_t00018097-RA	691.566375711683	-11.2981479398389	0.689190604655981	-15.5445356733883	1.73273883723841e-54	4.49339166776778e-53
Sm_t00008500-RA	115.654452241526	-11.2036155849922	1.34497985680845	-7.8949997141143	2.90315903416416e-15	1.54273797855836e-14
Sm_t00005255-RA	302.168173477514	-11.1971486345431	1.10717631901157	-9.58487681891268	9.25680370342906e-22	6.95023087861917e-21
Sm_t00004446-RA	46.0457576751014	-11.1615378877466	1.42849982802233	-7.40394761012267	1.32194594702118e-13	6.36649168085402e-13
Sm_t00006825-RA	204.326849012511	-11.1526114818715	1.52413122369406	-6.93353125871841	4.1046316053618e-12	1.81452059638024e-11
Sm_t00008781-RA	488.702635014842	-11.0894904431195	0.833334755811772	-12.6053670147081	1.97252244538154e-36	2.73878404772251e-35
Sm_t00001825-RA	244.803335803197	-11.0806663688444	1.02908513831779	-10.1990262788183	2.00270220270411e-24	1.72056821247607e-23
Sm_t00006365-RA	60.4816134599335	-11.071823054562	1.43745922812251	-7.29538817477211	2.97799229041913e-13	1.40963319425175e-12
Sm_t00007672-RA	1176.68492557532	-11.052024965032	0.578782163529379	-18.0845672596487	4.21664766592261e-73	1.95263222683493e-71
Sm_t00015501-RA	497.433076431037	-11.051433112399	0.794900813164859	-13.1669674241839	1.35949503493195e-39	2.14565995400871e-38
Sm_t00018098-RA	189.705396246374	-11.0479425555132	1.5253590233986	-6.85933107879161	6.91837317382419e-12	3.01177939612553e-11
Sm_t00005366-RA	109.75100406134	-11.0358353150756	1.3745991095881	-7.60282415591495	2.89737066840089e-14	1.45092335075952e-13
Sm_t00002360-RA	1952.72801932063	-11.0282238728857	0.54258168239621	-19.2472842554602	1.48759290133266e-82	9.08509635683454e-81
Sm_t00014125-RA	340.132299250478	-10.9753405154282	1.54648401125932	-6.71868602570759	1.83370538146756e-11	7.76801656446777e-11
Sm_t00008497-RA	154.615526401135	-10.955940292555	1.34589130337505	-7.70562991717687	1.30199441720082e-14	6.66052136459392e-14
Sm_t00004447-RA	216.064517942985	-10.9520780411126	1.14513217548236	-9.05317155789959	1.38874863754713e-19	9.31876872392294e-19
Sm_t00017083-RA	742.184822674443	-10.9501451860241	0.781454036073815	-13.2639217504086	3.7477255432236e-40	6.08004444240394e-39
Sm_t00012494-RA	354.420715118481	-10.9375414502087	1.10110240198183	-9.40197880921476	5.35463999486554e-21	3.8670870502765e-20
Sm_t00002171-RA	2040.99511871512	-10.917701750284	0.445869643110506	-23.1742660886269	8.27827365822181e-119	1.16282150652489e-116
Sm_t00018495-RA	744.605901840116	-10.9030307856054	0.785011660395839	-13.1437930239183	1.84729642446096e-39	2.91009612436578e-38
Sm_t00020479-RA	174.831777951404	-10.8246417518222	1.13052159440033	-9.0574490593907	1.33536876014473e-19	8.98108313676721e-19
